MNF_YEAR,BRAND,MODEL,VARIANT,DRIVEN_KM,FUELTYPE,NOOF_OWNERS,PRICE
2013,Maruti,Swift Dzire VDI,Manual,"60,551 km",DieselRJ-14,1st Owner,"₹4,77,299"
2018,Honda,City VX CVT PETROL,Automatic,"97,658 km",PetrolRJ-45,1st Owner,"₹9,60,199"
2019,Maruti,Ciaz DELTA 1.4 VVT AT,Automatic,"87,276 km",PetrolRJ-02,2nd Owner,"₹6,20,299"
2014,Honda,City VX MT PETROL,Manual,"52,547 km",PetrolRJ-14,1st Owner,"₹6,68,899"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"32,372 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"19,610 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"46,809 km",PetrolRJ-02,1st Owner,"₹5,67,999"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"80,112 km",PetrolRJ-05,1st Owner,"₹6,87,199"
2020,Maruti,New  Wagon-R VXI 1.0,Manual,"23,364 km",PetrolRJ-45,1st Owner,"₹5,78,799"
2022,Maruti,Celerio ZXI,Manual,"7,867 km",PetrolRJ-45,1st Owner,"₹6,55,899"
2019,Maruti,Alto 800 LXI,Manual,"29,433 km",PetrolRJ-34,3rd Owner,"₹2,90,099"
2018,Maruti,Alto 800 LXI,Manual,"35,381 km",PetrolRJ-02,1st Owner,"₹3,11,999"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"90,338 km",PetrolRJ-20,1st Owner,"₹6,31,599"
2014,Maruti,Celerio VXI AMT,Automatic,"73,173 km",PetrolRJ-20,2nd Owner,"₹3,37,399"
2016,Maruti,Wagon R 1.0 VXI,Manual,"23,982 km",PetrolRJ-14,1st Owner,"₹4,21,199"
2018,Renault,Kwid 1.0 RXT,Manual,"45,942 km",PetrolRJ-02,2nd Owner,"₹3,20,999"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"72,200 km",PetrolRJ-14,1st Owner,"₹5,69,899"
2015,Honda,Brio 1.2 S MT I VTEC,Manual,"52,425 km",PetrolRJ-14,2nd Owner,"₹3,53,299"
2017,Tata,Tiago XT 1.2 REVOTRON,Manual,"87,923 km",PetrolRJ-48,1st Owner,"₹3,91,599"
2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"39,039 km",PetrolRJ-19,1st Owner,"₹6,78,899"
2018,Maruti,Wagon R 1.0 VXI,Manual,"35,596 km",PetrolRJ-02,1st Owner,"₹4,64,999"
2015,Maruti,Wagon R 1.0 VXI,Manual,"56,408 km",PetrolRJ-45,1st Owner,"₹3,74,899"
2021,Hyundai,GRAND I10 NIOS SPORTZ PETROL,Manual,"31,904 km",PetrolRJ-13,1st Owner,"₹6,65,999"
2018,Maruti,Wagon R 1.0 VXI,Manual,"35,610 km",PetrolRJ-45,1st Owner,"₹5,00,499"
2017,Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,"39,961 km",PetrolRJ-23,1st Owner,"₹5,19,199"
2018,Maruti,Wagon R 1.0 VXI,Manual,"18,887 km",PetrolRJ-14,1st Owner,"₹4,61,999"
2016,Maruti,Wagon R 1.0 VXI,Manual,"56,010 km",PetrolRJ-02,1st Owner,"₹4,18,999"
2019,Renault,Kwid RXL,Manual,"12,427 km",PetrolRJ-45,1st Owner,"₹4,29,099"
2016,Maruti,Wagon R 1.0 VXI AMT,Automatic,"45,275 km",PetrolRJ-14,2nd Owner,"₹4,28,399"
2020,Maruti,New  Wagon-R VXI 1.0,Manual,"12,899 km",PetrolRJ-47,1st Owner,"₹5,76,999"
2019,Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,Manual,"65,797 km",PetrolRJ-45,1st Owner,"₹7,23,299"
2018,Maruti,Wagon R 1.0 VXI,Manual,"7,639 km",PetrolRJ-26,1st Owner,"₹4,93,799"
2014,Maruti,Wagon R 1.0 VXI,Manual,"73,497 km",PetrolRJ-14,1st Owner,"₹3,24,299"
2020,Maruti,New  Wagon-R VXI 1.0,Manual,"23,364 km",PetrolRJ-45,1st Owner,"₹5,78,799"
2022,Maruti,Celerio ZXI,Manual,"7,867 km",PetrolRJ-45,1st Owner,"₹6,55,899"
2019,Maruti,Alto 800 LXI,Manual,"29,433 km",PetrolRJ-34,3rd Owner,"₹2,90,099"
2018,Maruti,Alto 800 LXI,Manual,"35,381 km",PetrolRJ-02,1st Owner,"₹3,11,999"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"90,338 km",PetrolRJ-20,1st Owner,"₹6,31,599"
2014,Maruti,Celerio VXI AMT,Automatic,"73,173 km",PetrolRJ-20,2nd Owner,"₹3,37,399"
2016,Maruti,Wagon R 1.0 VXI,Manual,"23,982 km",PetrolRJ-14,1st Owner,"₹4,21,199"
2018,Renault,Kwid 1.0 RXT,Manual,"45,942 km",PetrolRJ-02,2nd Owner,"₹3,20,999"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"72,200 km",PetrolRJ-14,1st Owner,"₹5,69,899"
2015,Honda,Brio 1.2 S MT I VTEC,Manual,"52,425 km",PetrolRJ-14,2nd Owner,"₹3,53,299"
2017,Tata,Tiago XT 1.2 REVOTRON,Manual,"87,923 km",PetrolRJ-48,1st Owner,"₹3,91,599"
2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"39,039 km",PetrolRJ-19,1st Owner,"₹6,78,899"
2018,Maruti,Wagon R 1.0 VXI,Manual,"35,596 km",PetrolRJ-02,1st Owner,"₹4,64,999"
2015,Maruti,Wagon R 1.0 VXI,Manual,"56,408 km",PetrolRJ-45,1st Owner,"₹3,74,899"
2021,Hyundai,GRAND I10 NIOS SPORTZ PETROL,Manual,"31,904 km",PetrolRJ-13,1st Owner,"₹6,65,999"
2018,Jeep,Compass LIMITED 2.0 4*4,Manual,"74,318 km",DieselRJ-45,1st Owner,"₹15,40,999"
2018,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"29,837 km",DieselRJ-45,1st Owner,"₹10,94,999"
2020,Maruti,Dzire VXI,Manual,"38,050 km",PetrolRJ-45,1st Owner,"₹6,92,599"
2021,Tata,TIGOR 1.2 XZA+ RTN,Automatic,"4,824 km",PetrolRJ-45,1st Owner,"₹8,49,899"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"40,854 km",PetrolRJ-45,1st Owner,"₹6,42,899"
2019,Maruti,Dzire VXI,Manual,"58,714 km",PetrolRJ-32,1st Owner,"₹6,41,599"
2018,Volkswagen,Ameo COMFORTLINE 1.0,Manual,"79,690 km",PetrolRJ-19,1st Owner,"₹4,73,099"
2020,Maruti,Dzire VXI,Manual,"22,523 km",PetrolRJ-02,1st Owner,"₹7,21,699"
2012,Maruti,Swift Dzire VXI,Manual,"79,249 km",PetrolRJ-14,1st Owner,"₹3,90,899"
2013,Maruti,Swift Dzire VDI,Manual,"60,551 km",DieselRJ-14,1st Owner,"₹4,77,299"
2018,Honda,City VX CVT PETROL,Automatic,"97,658 km",PetrolRJ-45,1st Owner,"₹9,60,199"
2019,Maruti,Ciaz DELTA 1.4 VVT AT,Automatic,"87,276 km",PetrolRJ-02,2nd Owner,"₹6,20,299"
2014,Honda,City VX MT PETROL,Manual,"52,547 km",PetrolRJ-14,1st Owner,"₹6,68,899"
2017,Hyundai,Xcent E PLUS,Manual,"29,902 km",PetrolRJ-14,1st Owner,"₹5,54,199"
2019,Maruti,Dzire VXI,Manual,"53,877 km",PetrolRJ-20,1st Owner,"₹6,57,199"
2019,Honda,Amaze 1.2 EMT I VTEC,Manual,"18,608 km",PetrolRJ-45,1st Owner,"₹6,10,799"
2012,Skoda,Rapid ELEGANCE 1.6 TDI MT,Manual,"90,900 km",DieselRJ-45,2nd Owner,"₹2,90,199"
2014,Honda,City SV MT DIESEL,Manual,"94,426 km",DieselRJ-14,2nd Owner,"₹4,75,599"
2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"92,490 km",PetrolRJ-14,2nd Owner,"₹3,54,499"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"32,372 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2012,Skoda,Rapid ELEGANCE 1.6 TDI MT,Manual,"90,900 km",DieselRJ-45,2nd Owner,"₹2,90,199"
2014,Honda,City SV MT DIESEL,Manual,"94,426 km",DieselRJ-14,2nd Owner,"₹4,75,599"
2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"92,490 km",PetrolRJ-14,2nd Owner,"₹3,54,499"
2019,Mahindra,XUV 3OO 1.2 W8 OPT,,"63,005 km",PetrolRJ-23,1st Owner,"₹8,45,199"
2021,Mahindra,XUV 3OO 1.2 W8 OPT,,"9,215 km",PetrolRJ-45,1st Owner,"₹12,77,999"
2018,Jeep,Compass LIMITED 2.0 4*4,Manual,"74,318 km",DieselRJ-45,1st Owner,"₹15,40,999"
2022,Renault,TRIBER 1.0 RXZ,Manual,"4,648 km",PetrolRJ-14,1st Owner,"₹8,55,699"
2017,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"50,064 km",PetrolRJ-14,1st Owner,"₹6,62,699"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"66,093 km",DieselRJ-45,1st Owner,"₹12,32,299"
2017,Maruti,Ertiga ZDI SHVS,Manual,"2,42,614 km",DieselRJ-02,1st Owner,"₹7,06,199"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"40,136 km",PetrolRJ-13,1st Owner,"₹11,91,499"
2021,MG,HECTOR SUPER HYBRID PETROL MT,Manual,"7,297 km",PetrolRJ-45,1st Owner,"₹15,28,699"
2021,Tata,Harrier XZ +,Manual,"35,349 km",DieselRJ-45,1st Owner,"₹19,56,699"
2020,Maruti,XL6 ZETA SHVS,Manual,"22,792 km",PetrolRJ-05,1st Owner,"₹9,76,799"
2021,Tata,NEXON XZ+ SUNROOF 1.5 RTQ,Manual,"64,514 km",DieselRJ-45,1st Owner,"₹12,79,999"
2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"48,029 km",PetrolRJ-45,3rd Owner,"₹7,71,499"
2018,Mahindra,Scorpio S11,Manual,"55,798 km",DieselRJ-25,2nd Owner,"₹15,84,999"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"70,988 km",DieselRJ-45,1st Owner,"₹11,48,999"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"50,890 km",DieselRJ-45,1st Owner,"₹9,46,899"
2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"17,009 km",PetrolRJ-01,1st Owner,"₹7,52,599"
2021,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"36,507 km",PetrolRJ-05,1st Owner,"₹8,78,699"
2012,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"2,02,398 km",DieselRJ-23,2nd Owner,"₹5,17,199"
2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"82,019 km",PetrolRJ-19,1st Owner,"₹10,04,299"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"11,062 km",PetrolRJ-02,1st Owner,"₹11,91,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"35,740 km",DieselRJ-45,2nd Owner,"₹13,25,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"59,501 km",DieselRJ-45,1st Owner,"₹13,94,149"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"82,547 km",DieselRJ-45,2nd Owner,"₹12,41,699"
2019,Maruti,Vitara Brezza ZDI,Manual,"59,309 km",DieselRJ-45,1st Owner,"₹9,27,199"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"43,213 km",DieselRJ-45,1st Owner,"₹15,89,699"
2015,Mahindra,XUV500 W8 FWD,Manual,"95,615 km",DieselRJ-14,2nd Owner,"₹7,66,699"
2016,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"89,505 km",DieselRJ-05,3rd Owner,"₹5,19,299"
2017,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"84,850 km",DieselRJ-14,1st Owner,"₹11,06,599"
2014,Honda,City SV MT DIESEL,Manual,"94,426 km",DieselRJ-14,2nd Owner,"₹4,75,599"
2018,Mahindra,MARAZZO M2 8 STR,,"95,709 km",DieselRJ-14,1st Owner,"₹5,73,199"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"40,854 km",PetrolRJ-45,1st Owner,"₹6,42,899"
2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"92,490 km",PetrolRJ-14,2nd Owner,"₹3,54,499"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"32,372 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"19,610 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"46,809 km",PetrolRJ-02,1st Owner,"₹5,67,999"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"80,112 km",PetrolRJ-05,1st Owner,"₹6,87,199"
2015,Honda,Brio 1.2 S MT I VTEC,Manual,"52,425 km",PetrolRJ-14,2nd Owner,"₹3,53,299"
2018,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"29,837 km",DieselRJ-45,1st Owner,"₹10,94,999"
2012,Honda,Brio 1.2 S MT I VTEC,Manual,"77,735 km",PetrolRJ-14,1st Owner,"₹2,76,499"
2022,Maruti,Celerio ZXI,Manual,"7,867 km",PetrolRJ-45,1st Owner,"₹6,55,899"
2017,Maruti,Ertiga ZDI SHVS,Manual,"2,42,614 km",DieselRJ-02,1st Owner,"₹7,06,199"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"90,338 km",PetrolRJ-20,1st Owner,"₹6,31,599"
2014,Maruti,Celerio VXI AMT,Automatic,"73,173 km",PetrolRJ-20,2nd Owner,"₹3,37,399"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"72,200 km",PetrolRJ-14,1st Owner,"₹5,69,899"
2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"39,039 km",PetrolRJ-19,1st Owner,"₹6,78,899"
2017,Maruti,Swift VXI,Manual,"73,582 km",PetrolRJ-07,1st Owner,"₹4,91,699"
2022,Maruti,Celerio VXI CNG,Manual,"20,858 km",Petrol + CNGRJ-45,1st Owner,"₹7,46,699"
2020,Maruti,Dzire VXI,Manual,"38,050 km",PetrolRJ-45,1st Owner,"₹6,92,599"
2018,Maruti,Celerio ZXI,Manual,"64,535 km",PetrolRJ-51,2nd Owner,"₹4,83,899"
2020,Maruti,XL6 ZETA SHVS,Manual,"22,792 km",PetrolRJ-05,1st Owner,"₹9,76,799"
2019,Maruti,Dzire VXI,Manual,"58,714 km",PetrolRJ-32,1st Owner,"₹6,41,599"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"52,477 km",PetrolRJ-02,1st Owner,"₹6,30,399"
2016,Maruti,Swift LXI OPT,Manual,"90,797 km",PetrolRJ-14,1st Owner,"₹4,36,099"
2019,Maruti,XL6 ALPHA SHVS  MT,Manual,"82,019 km",PetrolRJ-19,1st Owner,"₹10,04,299"
2019,Maruti,Baleno ALPHA 1.2 K12,Manual,"40,317 km",PetrolRJ-02,1st Owner,"₹7,40,299"
2021,Maruti,Baleno DELTA 1.2 K12,Manual,"11,931 km",PetrolRJ-45,1st Owner,"₹7,27,899"
2018,Maruti,Celerio ZXI,Manual,"56,096 km",PetrolRJ-31,1st Owner,"₹4,84,899"
2018,Maruti,Swift VXI,Manual,"83,770 km",PetrolRJ-02,1st Owner,"₹5,97,199"
2020,Maruti,Dzire VXI,Manual,"22,523 km",PetrolRJ-02,1st Owner,"₹7,21,699"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"90,338 km",PetrolRJ-20,1st Owner,"₹6,31,599"
2014,Maruti,Celerio VXI AMT,Automatic,"73,173 km",PetrolRJ-20,2nd Owner,"₹3,37,399"
2017,Maruti,Swift VXI,Manual,"73,582 km",PetrolRJ-07,1st Owner,"₹4,91,699"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"72,200 km",PetrolRJ-14,1st Owner,"₹5,69,899"
2018,Maruti,Baleno ALPHA 1.2 K12,Manual,"39,039 km",PetrolRJ-19,1st Owner,"₹6,78,899"
2017,Maruti,Ertiga ZDI SHVS,Manual,"2,42,614 km",DieselRJ-02,1st Owner,"₹7,06,199"
2022,Maruti,Celerio ZXI,Manual,"7,867 km",PetrolRJ-45,1st Owner,"₹6,55,899"
2022,Maruti,Celerio ZXI+,Manual,"8,855 km",PetrolRJ-45,1st Owner,"₹6,82,799"
2020,Maruti,Baleno DELTA PETROL 1.2,,"32,250 km",PetrolRJ-13,1st Owner,"₹6,80,399"
2020,Maruti,Alto VXI,Manual,"28,619 km",PetrolRJ-45,1st Owner,"₹3,77,399"
2014,Maruti,Swift VXI,Manual,"53,130 km",PetrolRJ-19,1st Owner,"₹4,59,499"
2018,Maruti,Swift VXI AMT,Automatic,"36,075 km",PetrolRJ-14,1st Owner,"₹6,62,099"
2017,Maruti,Wagon R 1.0 VXI,Manual,"51,895 km",PetrolRJ-14,2nd Owner,"₹4,56,199"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"50,890 km",DieselRJ-45,1st Owner,"₹9,46,899"
2019,Maruti,New  Wagon-R VXI 1.0,Manual,"17,660 km",PetrolRJ-02,1st Owner,"₹5,50,299"
2019,Maruti,Alto K10 VXI,Manual,"50,351 km",PetrolRJ-45,1st Owner,"₹3,88,699"
2018,Maruti,Wagon R 1.0 VXI,Manual,"23,014 km",PetrolRJ-14,1st Owner,"₹5,04,599"
2018,Maruti,Celerio ZXI,Manual,"64,299 km",PetrolRJ-25,1st Owner,"₹4,83,699"
2019,Maruti,Dzire VXI,Manual,"53,877 km",PetrolRJ-20,1st Owner,"₹6,57,199"
2018,Maruti,Baleno DELTA 1.2 K12,Manual,"17,476 km",PetrolRJ-45,2nd Owner,"₹6,11,799"
2012,Toyota,Innova 2.5 GX 8 STR BS IV,Manual,"2,02,398 km",DieselRJ-23,2nd Owner,"₹5,17,199"
2018,Mahindra,MARAZZO M4 7STR,,"79,586 km",DieselRJ-14,1st Owner,"₹9,51,899"
2015,Mahindra,XUV500 W8 FWD,Manual,"95,615 km",DieselRJ-14,2nd Owner,"₹7,66,699"
2018,Mahindra,Scorpio S11,Manual,"55,798 km",DieselRJ-25,2nd Owner,"₹15,84,999"
2018,Mahindra,MARAZZO M2 8 STR,,"95,709 km",DieselRJ-14,1st Owner,"₹5,73,199"
2022,Mahindra,Thar LX HT PETROL 4WD MT,,"16,202 km",PetrolRJ-45,1st Owner,"₹15,48,099"
2021,Mahindra,XUV 3OO 1.2 W8 OPT,,"9,215 km",PetrolRJ-45,1st Owner,"₹12,77,999"
2019,Mahindra,XUV 3OO 1.2 W8 OPT,,"63,005 km",PetrolRJ-23,1st Owner,"₹8,45,199"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"40,136 km",PetrolRJ-13,1st Owner,"₹11,91,499"
2021,Tata,NEXON XZ+ SUNROOF 1.5 RTQ,Manual,"64,495 km",DieselRJ-45,1st Owner,"₹12,79,999"
2020,Maruti,S Cross ALPHA 1.5 SMART HYBRID,Manual,"10,785 km",PetrolRJ-02,1st Owner,"₹11,91,499"
2020,Maruti,XL6 ZETA SHVS,Manual,"22,367 km",PetrolRJ-05,1st Owner,"₹9,76,799"
2018,Honda,WR-V 1.2 i-VTEC VX MT,Manual,"47,871 km",PetrolRJ-45,3rd Owner,"₹7,71,499"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"82,473 km",DieselRJ-45,2nd Owner,"₹12,41,699"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"35,740 km",DieselRJ-45,2nd Owner,"₹13,25,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"59,501 km",DieselRJ-45,1st Owner,"₹13,94,149"
2018,Tata,Tiago XZ 1.2 REVOTRON,Manual,"58,840 km",PetrolRJ-14,1st Owner,"₹4,52,599"
2017,Tata,Tiago XT 1.2 REVOTRON,Manual,"87,923 km",PetrolRJ-48,1st Owner,"₹3,91,599"
2021,Tata,Harrier XZ +,Manual,"35,349 km",DieselRJ-45,1st Owner,"₹19,56,699"
2021,Tata,TIGOR 1.2 XZA+ RTN,Automatic,"4,824 km",PetrolRJ-45,1st Owner,"₹8,49,899"
2021,Tata,NEXON XZ+ SUNROOF 1.5 RTQ,Manual,"64,514 km",DieselRJ-45,1st Owner,"₹12,79,999"
2020,Tata,ALTROZ XZ 1.2,Manual,"28,777 km",PetrolRJ-45,1st Owner,"₹7,21,899"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"43,213 km",DieselRJ-45,1st Owner,"₹15,89,699"
2019,Tata,TIAGO NRG PETROL AT,,"22,889 km",PetrolRJ-45,2nd Owner,"₹6,43,299"
2016,Hyundai,Elite i20 ASTA 1.2,Manual,"46,864 km",PetrolRJ-14,3rd Owner,"₹5,48,299"
2020,Maruti,XL6 ZETA SHVS,Manual,"22,792 km",PetrolRJ-05,1st Owner,"₹9,76,799"
2015,Hyundai,Elite i20 ASTA 1.2,Manual,"42,897 km",PetrolRJ-14,1st Owner,"₹5,78,299"
2014,Hyundai,Elite i20 ASTA 1.4 CRDI,Manual,"98,419 km",DieselRJ-14,1st Owner,"₹5,58,599"
2021,Maruti,Baleno ZETA 1.2 K12,Manual,"38,321 km",PetrolRJ-45,1st Owner,"₹6,99,499"
2015,Hyundai,Grand i10 ASTA 1.1 CRDI,Manual,"75,389 km",DieselRJ-14,2nd Owner,"₹3,76,899"
2018,Maruti,S Cross ZETA 1.3 SHVS,Manual,"50,890 km",DieselRJ-45,1st Owner,"₹9,46,899"
2016,Maruti,Baleno ZETA 1.2 K12,Manual,"72,200 km",PetrolRJ-14,1st Owner,"₹5,69,899"
2018,Hyundai,Elite i20 ASTA 1.2 DUAL TONE,Manual,"34,398 km",PetrolRJ-14,2nd Owner,"₹6,05,799"
2021,Hyundai,NEW I20 ASTA 1.0 GDI DCT,,"5,283 km",PetrolRJ-06,1st Owner,"₹11,40,199"
2019,Maruti,Ciaz DELTA 1.4 VVT AT,Automatic,"87,276 km",PetrolRJ-02,2nd Owner,"₹6,20,299"
2022,Renault,Kwid 1.0 RXT AT,Automatic,202 km,PetrolRJ-45,1st Owner,"₹6,00,799"
2021,Mahindra,XUV 3OO 1.2 W8 OPT,,"10,615 km",PetrolCH-01,1st Owner,"₹11,95,799"
2021,Maruti,Vitara Brezza LXI,Manual,"39,996 km",PetrolHR-06,1st Owner,"₹7,59,899"
2021,Mahindra,Thar AX MT D 4WD ST,Manual,"57,475 km",DieselPB-27,1st Owner,"₹13,88,799"
2017,Honda,WR-V 1.2 i-VTEC S MT,Manual,"61,297 km",PetrolPB-65,1st Owner,"₹6,31,499"
2021,Maruti,XL6 ZETA SHVS,Manual,"25,347 km",PetrolPB-70,1st Owner,"₹9,76,699"
2020,KIA,SELTOS 1.5 GTX+ AT,Automatic,"74,899 km",DieselCH-01,1st Owner,"₹17,96,899"
2020,KIA,SELTOS GTX+ 1.4 MT,Manual,"21,573 km",PetrolPB-08,1st Owner,"₹17,08,199"
2019,Hyundai,Creta 1.6 SX CRDI,Manual,"39,896 km",DieselPB-91,1st Owner,"₹12,92,299"
2021,Maruti,S Cross SIGMA 1.5,Manual,"19,769 km",PetrolPB-70,1st Owner,"₹8,67,199"
2019,MG,HECTOR SHARP DCT PETROL,Automatic,"40,214 km",PetrolPB-10,2nd Owner,"₹13,64,899"
2020,Maruti,Vitara Brezza VDI,Manual,"41,421 km",DieselHR-13,2nd Owner,"₹8,15,099"
2020,KIA,SELTOS HTX 1.5 PETROL MT,Manual,"30,693 km",PetrolCH-01,1st Owner,"₹14,02,499"
2020,Maruti,Eeco 5 STR WITH AC PLUSHTR,Manual,"27,321 km",PetrolHR-49,1st Owner,"₹4,74,099"
2019,Hyundai,VENUE 1.0 TURBO GDI SX+ AT,Automatic,"71,423 km",PetrolPB-08,2nd Owner,"₹9,45,599"
2019,Ford,Ecosport 1.5TITANIUM TDCI,Manual,"30,231 km",DieselCH-01,1st Owner,"₹8,34,699"
2017,Maruti,Vitara Brezza VDI OPT,Manual,"82,884 km",DieselCH-01,1st Owner,"₹6,00,999"
2021,Maruti,Ertiga VXI CNG,Manual,"39,918 km",Petrol + CNGHR-85,2nd Owner,"₹10,37,499"
2019,Maruti,Vitara Brezza ZDI,Manual,"66,300 km",DieselCH-01,1st Owner,"₹9,01,899"
2019,Mahindra,Scorpio S7 140 BHP 2WD,Manual,"35,501 km",DieselCH-01,1st Owner,"₹13,82,599"
2021,Mahindra,Thar LX  4WD AT CONVERTIBLE,Automatic,"5,509 km",PetrolPB-10,1st Owner,"₹17,09,699"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"35,740 km",DieselRJ-45,2nd Owner,"₹13,25,499"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"59,501 km",DieselRJ-45,1st Owner,"₹13,94,149"
2018,Hyundai,Creta 1.6 SX CRDI,Manual,"82,547 km",DieselRJ-45,2nd Owner,"₹12,41,699"
2019,Maruti,Vitara Brezza ZDI,Manual,"59,309 km",DieselRJ-45,1st Owner,"₹9,27,199"
2019,Tata,Harrier XZ 2.0L Kryotec,Manual,"43,213 km",DieselRJ-45,1st Owner,"₹15,89,699"
2015,Mahindra,XUV500 W8 FWD,Manual,"95,615 km",DieselRJ-14,2nd Owner,"₹7,66,699"
2016,Ford,Ecosport 1.5 AMBIENTE TDCI,Manual,"89,505 km",DieselRJ-05,3rd Owner,"₹5,19,299"
2017,Hyundai,Creta 1.6 SX (O) CRDI,Manual,"84,850 km",DieselRJ-14,1st Owner,"₹11,06,599"
2014,Honda,City SV MT DIESEL,Manual,"94,426 km",DieselRJ-14,2nd Owner,"₹4,75,599"
2018,Jeep,Compass LIMITED 2.0 4*4,Manual,"74,318 km",DieselRJ-45,1st Owner,"₹15,40,999"
2018,Mahindra,MARAZZO M2 8 STR,,"95,709 km",DieselRJ-14,1st Owner,"₹5,73,199"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"40,854 km",PetrolRJ-45,1st Owner,"₹6,42,899"
2013,Honda,Amaze 1.2 SMT I VTEC,Manual,"92,490 km",PetrolRJ-14,2nd Owner,"₹3,54,499"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"32,372 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"19,610 km",PetrolRJ-45,1st Owner,"₹6,87,199"
2018,Honda,Amaze 1.2 SMT I VTEC,Manual,"46,809 km",PetrolRJ-02,1st Owner,"₹5,67,999"
2019,Honda,Amaze 1.2 SMT I VTEC,Manual,"80,112 km",PetrolRJ-05,1st Owner,"₹6,87,199"
2015,Honda,Brio 1.2 S MT I VTEC,Manual,"52,425 km",PetrolRJ-14,2nd Owner,"₹3,53,299"
2018,Hyundai,Verna 1.6 SX (O) CRDI MT,Manual,"29,837 km",DieselRJ-45,1st Owner,"₹10,94,999"
2016,Honda,Brio 1.2 S MT I VTEC,Manual,"89,706 km",PetrolRJ-02,1st Owner,"₹4,03,999"
2018,Toyota,YARIS G CVT,Automatic,"16,721 km",PetrolCH-01,1st Owner,"₹9,26,299"
2017,Nissan,Sunny XE D,Manual,"1,21,069 km",DieselHR-01,1st Owner,"₹4,22,799"
2017,Maruti,Dzire VDI,Manual,"64,350 km",DieselPB-65,1st Owner,"₹6,82,999"
2021,Honda,City V MT PETROL,Manual,"11,021 km",PetrolCH-01,2nd Owner,"₹9,91,399"
2017,Maruti,Dzire VXI,Manual,"15,868 km",PetrolHR-03,1st Owner,"₹5,50,899"
